query_id,family,source,date_searched,paper_id,corpus_id,title,authors,year,publication_date,venue,publication_types,doi,arxiv_id,pubmed_id,url,is_open_access,open_access_pdf_url,citation_count,reference_count,influential_citation_count,fields_of_study,s2_fields_of_study,abstract
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,452619eb9921257e13c457dc841d4467702f12b0,284889773,An Adaptive Fuzzy Logic-Based Three-Layer Model for Predicting Invasive Species Across Gulf of Mannar Zones,S. Divya; S. M; V. Deepa; S. Priya,2025,2025-11-28,"International Conference on Computing, Communication and Automation",Conference,10.1109/ICCCA66364.2025.11325570,,,https://www.semanticscholar.org/paper/452619eb9921257e13c457dc841d4467702f12b0,False,,0,16,0,,Environmental Science; Biology,"In the Gulf of Mannar, particularly across the 10 islands of the Keelakarai and Vembar groups, the presence of the non-native species Carijoa riisei, commonly known as snowflake coral, has been increasingly observed. Coral reefs, which form the foundation of this rich ecosystem, support the survival and proliferation of various native marine species. However, the invasion of snowflake coral poses a serious threat by smothering these reefs and inhibiting their ability to absorb oxygen, thereby disrupting the ecological balance and endangering other vital marine life. Although biological control methods for eradicating Carijoa riisei may be cost-effective, the potential environmental impacts of introducing bio-control agents must be carefully evaluated. To address this issue, a three-layer adaptive fuzzy logic-based prediction model has been developed to assess the likelihood of non-native species’ presence across different zones in the Gulf of Mannar. The model incorporates three key zones and applies fuzzy inference rules to estimate which zone is most likely to harbor snowflake corals. According to the prediction, Zone C has the highest concentration of non-native species at 7.98%, while Zone B exhibits both a high degree of entropy and mixed classification outcomes of native and non-native species."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,4561ff332393f06e05faa317e4e54c5805f47cb8,7645712,Pavements of Siderastrea radians on Cape Verde reefs,C. Moses; K. Helmle; P. Swart; R. Dodge; S. Merino,2003,2003-11-11,Coral reefs,,10.1007/s00338-003-0346-x,,,https://www.semanticscholar.org/paper/4561ff332393f06e05faa317e4e54c5805f47cb8,False,,17,3,4,Geology,Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,45c41d9823344a9fead3f830f382a0e250832cf2,132059873,Hydrodynamic Modelling of the Northeastern Qatar Coast for Assessment of Sensitive Ecosystems under Anthropogenic and Natural Stressors,Ruqaiya Yousif,2016,2016-03-21,,,10.5339/QFARC.2016.EEPP1918,,,https://www.semanticscholar.org/paper/45c41d9823344a9fead3f830f382a0e250832cf2,False,,1,0,0,Environmental Science,Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,45d4fc4ce63bbc45db7b0b93844ff27c0dd51f6c,289209793,The invasive soft coral Xenia umbellata has been confirmed in Cuban waters,N. Schizas; D. A. Toledo-Rodriguez; Nilda M. Jimenez Marrero; A. Veglia; José Espinosa Sáez; Reinaldo Estrada Estrada; Amarilys Martínez Pérez; Yamile del; C. González; J. D. Muñoz-Maravilla; Ernesto Weil; C. McFadden,2026,2026-06-12,bioRxiv,JournalArticle,10.64898/2026.06.08.730793,,42327020,https://www.semanticscholar.org/paper/45d4fc4ce63bbc45db7b0b93844ff27c0dd51f6c,True,https://doi.org/10.64898/2026.06.08.730793,1,6,0,Biology; Medicine,Biology; Medicine; Environmental Science; Biology,"Octocoral colonies with unusual morphology were detected in September 2022 and October 2023 in two coastal areas east of Havana, Cuba, and tentatively identified as Unomia stolonifera. U. stolonifera is an invasive octocoral from the Indo-Pacific that was first reported in the Caribbean off Venezuela in the 2000’s, where it has spread rapidly, smothering coral reefs and substantially altering benthic communities. After obtaining tissue samples from a Cuban octocoral colony, we re-examined the specimen using molecular barcoding of three mitochondrial regions (16S/ND2, mtMutS, COI) and the nuclear large ribosomal subunit (28S rRNA), and we unequivocally identified it as Xenia umbellata. X. umbellata, a native of the Red Sea, was first identified in southern Puerto Rico in October 2023 and has since been found in various marine ecosystems along the southern coast of the island. The presence of either invasive octocoral species in Cuba or elsewhere in the Caribbean would be of a serious environmental concern due to their documented tolerance, totipotentiality, propagation capacity and significant negative interactions with local benthic fauna. Attempts to eradicate the invasive soft coral colonies from Cuban waters have been initiated with apparent success, helping to control further expansion. The most likely introduction pathway is the accidental or intentional releases from the aquarium trade but transport via ballast water cannot be ruled out. We cannot discount the possibility of independent invasion events from different routes to Puerto Rico and Cuba occurring within a year of each other. Propagation from Cuba to Puerto Rico, or vice versa, which we consider highly improbable, would likely imply that soft coral populations may also have been established on Hispaniola but have remained undetected in the Dominican Republic and Haiti to date."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,45e36abdea7d136aba37a48b5b029492704cefff,131726780,"Effects of sedimentation on scleractinian coral species composition along a river gradient in Macajalar Bay, northern Mindanao, Philippines",Patrice Bianca L Roa; H. Roa-Quiaoit,2015,2015-07-09,,,,,,https://www.semanticscholar.org/paper/45e36abdea7d136aba37a48b5b029492704cefff,False,,0,0,0,Geology,Geology; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,45eec30db42d1f56185333af89764a27bf5e16c5,4831815,"Predicting dredging-associated effects to coral reefs in Apra Harbor, Guam - Part 2: Potential coral effects.",D. Nelson; J. Mcmanus; R. Richmond; D. King; J. Gailani; T. Lackey; D. Bryant,2016,2016-03-01,Journal of Environmental Management,JournalArticle,10.1016/j.jenvman.2015.10.025,,26704453,https://www.semanticscholar.org/paper/45eec30db42d1f56185333af89764a27bf5e16c5,False,,18,15,0,Medicine; Environmental Science,Medicine; Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,466635abade99bf00c89fbc34d6fea8750ee0225,86061511,Colour polymorphism and its role in stress tolerance in the coral Acropora millepora on the Great Barrier Reef,A. S. Paley,2014,2014-02-01,,,,,,https://www.semanticscholar.org/paper/466635abade99bf00c89fbc34d6fea8750ee0225,False,,2,0,0,Biology,Biology; Environmental Science; Biology,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,47158b1658bc17c8097895b9dee2e5fa6d05c037,247983046,Light availability regulated by particulate organic matter affects coral assemblages on a turbid fringing reef.,Yong Luo; Lintao Huang; Xinming Lei; Xiao-Lei Yu; Chengyue Liu; Lei Jiang; Youfang Sun; Meng Cheng; Jianfeng Gan; Yuyang Zhang; Guowei Zhou; Sheng Liu; J. Lian; Hui Huang,2022,2022-04-01,Marine Environmental Research,JournalArticle,10.1016/j.marenvres.2022.105613,,35429821,https://www.semanticscholar.org/paper/47158b1658bc17c8097895b9dee2e5fa6d05c037,False,,13,127,0,Medicine,Medicine; Environmental Science,"Recently, increasing evidence suggests that reef-building corals exposed to elevated suspended solids (SS) are largely structured by changes in underwater light availability (ULA). However, there are few direct and quantitative observations in situ support for this hypothesis; in particular, the contribution of SS to the diffuse attenuation coefficient of the photosynthetically active radiation (Kd-PAR) variations is not yet fully understood. Here, we investigated the variations in ULA, the structure of coral assemblages, and the concentration and composition of SS on the Luhuitou fringing reef, Sanya, China. Light attenuation was rapid (Kd-PAR: 0.60 ± 0.39 m-1) resulting in a shallow euphotic depth (Zeu-PAR) (<11 m). Benthic PAR showed significant positive correlations with branching and corymbose corals (e.g. Acropora spp.), while massive and encrusting species (e.g. Porites spp.) dominated the coral communities and showed no significant correlations with PAR. These results indicate that the depth range available for coral growth is shallow and the tolerance to low-light stress differs among coral species. Notably, Kd-PAR showed no significant correlations with the grain size fractions of SS, whereas significant positive correlations were found with its organic fraction content, demonstrating that the light attenuation of SS is mainly regulated by particulate organic matter (POM). Intriguingly, our isotopic evidence revealed that POM concentration contributed the most to changes in Kd-PAR, with its source being slightly less important. Combined, our results highlight ULA regulated by POM is an important factor in contributing to changes in coral assemblages on inshore turbid reefs, and reducing the input of terrestrial materials, especially POM, is an effective measure to alleviate the low-light stress on sensitive coral species."
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,4740e9b60e8c07b07ac48845cd14c2b67a0019ee,130357660,Status and trends of seagrass habitats in the Great Barrier Reef World Heritage Area,R. Coles; Len J. McKenzie; M. Rasheed; J. Mellors; H. Taylor; K. Dew; S. McKenna; T. Sankey; A. Carter; Alana Grech,2007,2007-06-01,,Review,,,,https://www.semanticscholar.org/paper/4740e9b60e8c07b07ac48845cd14c2b67a0019ee,False,,26,129,2,Environmental Science,Environmental Science; Environmental Science,
SS_RESP_THRESHOLD_RECOVERY_01,RESP_THRESHOLD_RECOVERY,Semantic Scholar Academic Graph API,2026-08-13,4758fa64fbaa276b01399a849724245af8aa3cdd,237875165,"Phytoplankton Response to Changes in Water Quality and a Flood Event in Hervey Bay, Queensland",D. Milham-Scott,2021,2021-06-28,UNET JOSS Journal of Science and Society,,10.52042/unetjoss010201,,,https://www.semanticscholar.org/paper/4758fa64fbaa276b01399a849724245af8aa3cdd,True,https://doi.org/10.52042/unetjoss010201,4,0,0,Environmental Science,Environmental Science; Environmental Science,"Dynamic, integrated and complex processes dominate nearshore marine ecosystems. Industrial, agricultural and population growth delivers pollution and excess nutrient and sediment loads to nearshore marine zones. Climate change also poses serious threats to the delicate balance that exists between and within marine ecosystem processes. Methods to monitor, characterise and model nearshore marine systems have been developed to predict responses to changes in the physical, chemical and biological parameters that constitute elements of a model. Such models are useful to management authorities as they provide a tool to mitigate adverse impacts to marine ecosystems. Phytoplankton community structure provides a sensitive early warning for change to marine ecosystems. It is also a vital component of models derived to determine light attenuation and requirements for healthy seagrass and coral habitats. The multifactorial physicochemical drivers of change to marine microalgae abundance and community structure were investigated in Hervey Bay following two floods, a cyclone and destruction of 1000 km2 of seagrass. A water quality gradient from point sources to offshore sites was identified. Correlations between chlorophyll a (Chl a) and both soluble reactive phosphate (SRP) and total suspended solids was revealed. Diatoms dominated the phytoplankton community structure with seasonal and site differences detected amongst 150 phytoplankton species. Chl a, Secchi depth, SRP and pH maximised the rank correlation with phytoplankton assemblage structure (ρ = 0.63) to best ‘explain’ the link between water quality and phytoplankton (BIOENV). Indicator species include Cylindrotheca closterium for the nearshore degraded sites and Rhizosolenia sp. and Guinardia sp. (G. flaccida and G. striatula) for the offshore more pristine habitats. Following the flood in February 1995, Cylindrotheca closterium, Pseudonitzschia sp. and Skeletonema costatum bloomed at Pulgul Creek (a treated sewage effluent site), and Thalassionema frauenfeldii, Cerataulina bicornis and dinoflagellates bloomed at the mouth of the Mary River (agricultural runoff). Discharge-driven flood impact and trigger values were analysed to assist management authorities in their decision making around potential seafood biotoxin problems associated with harmful algal blooms (HAB’s). Results highlight the importance of species determination rather than Chl a assessment when evaluating the health of an ecosystem. Spring blooms of Trichodesium sp. indicate an additional nutrient source during high traffic of commercial whale watching vessels. Flood impacts highlight the need to schedule dredging, construction and other land management and development activities outside of flood periods. Commercial fishing and swimming should be avoided following a flood due to the health risks associated with toxic phytoplankton species (HAB’s) and for the health and safety of swimmers, consumers and other aquatic species. Future research to replicate this study in Hervey Bay and in other estuaries holds much value to further explore the phytoplankton species identified as bio-indicators of ecosystem health in the present study. Research yet to be published, addresses the links between water quality and seagrass epiphytes, light attenuation and the habitat requirements of seagrass in Hervey Bay."
